domain,ttl,ip_count,ns_count,label
cmsd.odofx.cn,180.0,11,4,1
cpr.odofx.cn,180.0,11,4,1
ttxy.odofx.cn,180.0,11,4,1
tdp.odofx.cn,180.0,11,4,1
tzf.odofx.cn,180.0,12,4,1
txuu.odofx.cn,180.0,11,4,1
roed.odofx.cn,180.0,12,4,1
rovk.odofx.cn,163.0,12,4,1
krur.odofx.cn,180.0,11,4,1
klx.odofx.cn,180.0,11,4,1
tfg.odofx.cn,180.0,12,4,1
sqrs.odoffi.cn,180.0,11,4,1
sga.odoffi.cn,180.0,11,4,1
kfm.odoffi.cn,180.0,12,4,1
krtb.odoffi.cn,180.0,12,4,1
rkd.odoffi.cn,180.0,10,4,1
rtfv.odoffi.cn,180.0,12,4,1
krc.odoffi.cn,180.0,12,4,1
kvo.odoffi.cn,180.0,10,4,1
kcp.odoffi.cn,104.0,12,4,1
kue.odoffi.cn,97.0,11,4,1
kye.odoffi.cn,180.0,12,4,1
kkc.odoffi.cn,180.0,12,4,1
kaym.odoffi.cn,180.0,12,4,1
cdus.odoffi.cn,180.0,12,4,1
cua.odoffi.cn,180.0,12,4,1
gdeu.odoffi.cn,80.0,10,4,1
ckag.odoratx.cn,180.0,12,4,1
clfm.odoratx.cn,180.0,12,4,1
sui.odoratx.cn,180.0,10,4,1
sno.odoratx.cn,180.0,11,4,1
smcj.odoratx.cn,180.0,12,4,1
kfaf.odoratx.cn,180.0,12,4,1
kwqv.odoratx.cn,180.0,11,4,1
tou.odoratx.cn,180.0,12,4,1
taiu.odoratx.cn,180.0,10,4,1
tkl.odoratx.cn,169.0,10,4,1
tjfe.odoratx.cn,180.0,11,4,1
teqo.odoratx.cn,180.0,11,4,1
tsyy.odoratx.cn,132.0,11,4,1
tjv.odoratx.cn,180.0,12,4,1
tpxu.odoratx.cn,95.0,12,4,1
tzxp.odoratx.cn,180.0,12,4,1
trzm.odoratx.cn,96.0,12,4,1
tcoa.odoratx.cn,180.0,10,4,1
ttqg.odoratx.cn,180.0,12,4,1
tqsw.odoratx.cn,180.0,12,4,1
ktwp.odoratx.cn,116.0,12,4,1
knr.odoratx.cn,180.0,12,4,1
klz.odoratx.cn,51.0,10,4,1
smkc.odoratx.cn,180.0,10,4,1
smzb.odoratx.cn,180.0,12,4,1
slzn.odoratx.cn,180.0,12,4,1
szuf.odoratx.cn,180.0,11,4,1
sfcl.odoratx.cn,180.0,12,4,1
sxt.odoratx.cn,173.0,12,4,1
kjmd.odother.cn,180.0,10,4,1
kypb.odother.cn,180.0,12,4,1
kvn.odother.cn,180.0,12,4,1
tlx.odother.cn,180.0,12,4,1
tot.odother.cn,180.0,12,4,1
tzj.odother.cn,180.0,12,4,1
tzl.odother.cn,180.0,12,4,1
kgf.odother.cn,180.0,12,4,1
rdxc.odother.cn,180.0,12,4,1
kgpx.odother.cn,117.0,12,4,1
ttqe.odother.cn,180.0,12,4,1
kccc.odother.cn,180.0,11,4,1
kua.odother.cn,180.0,12,4,1
ttk.odother.cn,180.0,12,4,1
tmao.odother.cn,180.0,11,4,1
spd.odother.cn,180.0,12,4,1
sqp.odother.cn,180.0,11,4,1
svj.odother.cn,72.0,12,4,1
sxls.odother.cn,137.0,11,4,1
smnp.odother.cn,180.0,11,4,1
tsei.odother.cn,180.0,10,4,1
tmy.odother.cn,180.0,10,4,1
tex.odother.cn,17.0,12,4,1
kwe.odnetwork.cn,180.0,10,4,1
kye.odnetwork.cn,179.0,10,4,1
ktr.odnetwork.cn,180.0,10,4,1
kue.odnetwork.cn,180.0,9,4,1
kgq.odnetwork.cn,159.0,9,4,1
kcp.odnetwork.cn,180.0,10,4,1
kiq.odnetwork.cn,176.0,10,4,1
kbkz.odnetwork.cn,180.0,10,4,1
kmmh.odnetwork.cn,169.0,9,4,1
klj.odnetwork.cn,180.0,10,4,1
kdzn.odnetwork.cn,179.0,10,4,1
kaia.odnetwork.cn,180.0,10,4,1
ktmk.odnetwork.cn,180.0,10,4,1
kqx.odnetwork.cn,180.0,7,4,1
kcdq.odnetwork.cn,180.0,10,4,1
sshf.odnetwork.cn,180.0,10,4,1
smp.odnetwork.cn,180.0,8,4,1
cums.odnetwork.cn,118.0,10,4,1
cfz.odnetwork.cn,180.0,10,4,1
ssl.odnetwork.cn,180.0,10,4,1
slnh.odnetwork.cn,101.0,10,4,1
sqq.odnetwork.cn,180.0,10,4,1
kqm.odnetwork.cn,122.0,10,4,1
cxug.odnetwork.cn,180.0,10,4,1
kpn.odnetwork.cn,126.0,10,4,1
kenm.odnetwork.cn,180.0,10,4,1
kjnd.odnetwork.cn,53.0,9,4,1
cbax.odnetwork.cn,180.0,9,4,1
szc.odnetwork.cn,22.0,9,4,1
ckup.odnetwork.cn,109.0,8,4,1
sac.odnot.cn,180.0,10,4,1
sby.odnot.cn,180.0,9,4,1
sjs.odnot.cn,180.0,9,4,1
segy.odnot.cn,180.0,9,4,1
sxi.odnot.cn,180.0,10,4,1
shr.odnot.cn,180.0,10,4,1
kesq.odnot.cn,180.0,9,4,1
kmbg.odnot.cn,180.0,10,4,1
soyf.odnot.cn,180.0,10,4,1
ssjz.odnot.cn,108.0,9,4,1
scd.odnot.cn,180.0,9,4,1
sge.odnot.cn,180.0,10,4,1
kxmp.odnot.cn,84.0,9,4,1
svhw.odnot.cn,163.0,9,4,1
tbxb.odlongx.cn,180.0,12,4,1
twf.odlongx.cn,180.0,12,4,1
kziv.odlongx.cn,180.0,11,4,1
kvj.odlongx.cn,180.0,12,4,1
kkov.odlongx.cn,171.0,12,4,1
kze.odlongx.cn,180.0,12,4,1
kiux.odlongx.cn,180.0,11,4,1
kkh.odlongx.cn,166.0,12,4,1
ctg.odlongx.cn,180.0,11,4,1
cjiv.odlongx.cn,180.0,12,4,1
kkm.odlongx.cn,180.0,11,4,1
khkl.odlongx.cn,180.0,11,4,1
kop.odlongx.cn,180.0,11,4,1
kmg.odlongx.cn,180.0,12,4,1
kgpr.odlongx.cn,180.0,11,4,1
tof.odlongx.cn,180.0,12,4,1
ttuq.odlongx.cn,180.0,10,4,1
ghjx.odlongx.cn,180.0,11,4,1
ktg.odlongx.cn,178.0,11,4,1
gphc.odlongx.cn,180.0,11,4,1
kbp.odlongx.cn,180.0,11,4,1
kcus.odlongx.cn,135.0,11,4,1
kax.odlongx.cn,180.0,12,4,1
kdpr.odlongx.cn,180.0,11,4,1
kxg.odlongx.cn,180.0,10,4,1
kegl.odlongx.cn,180.0,12,4,1
coj.odlongx.cn,180.0,11,4,1
cft.odlongx.cn,136.0,10,4,1
cfr.odlongx.cn,121.0,12,4,1
cpr.odlongx.cn,180.0,11,4,1
cvm.odlongx.cn,136.0,9,4,1
cyk.odlongx.cn,66.0,12,4,1
tmgo.odlongx.cn,149.0,12,4,1
kksq.odlongx.cn,180.0,11,4,1
kfy.odlongx.cn,90.0,11,4,1
kjg.odlongx.cn,180.0,12,4,1
kxi.odlongx.cn,180.0,12,4,1
cfze.odlongx.cn,68.0,10,4,1
cpdi.odlongx.cn,180.0,9,4,1
spp.odlowed.cn,180.0,12,4,1
sojj.odlowed.cn,180.0,11,4,1
twj.odlowed.cn,180.0,11,4,1
tvd.odlowed.cn,164.0,12,4,1
sfgp.odlowed.cn,180.0,12,4,1
sfjk.odlowed.cn,180.0,11,4,1
kfj.odlowed.cn,163.0,11,4,1
kwu.odlowed.cn,152.0,11,4,1
kgie.odlowed.cn,180.0,11,4,1
knk.odlowed.cn,158.0,11,4,1
gseb.odlowed.cn,180.0,11,4,1
tbt.odlowed.cn,180.0,12,4,1
gvad.odlowed.cn,180.0,11,4,1
gsl.odlowed.cn,17.0,11,4,1
sjmw.odlyx.cn,180.0,11,4,1
sran.odlyx.cn,180.0,12,4,1
kyqf.odlyx.cn,180.0,11,4,1
kjr.odlyx.cn,174.0,12,4,1
cpf.odlyx.cn,180.0,12,4,1
gvvf.odlyx.cn,180.0,12,4,1
sjzm.odlyx.cn,180.0,11,4,1
snc.odlyx.cn,180.0,10,4,1
cixg.odlyx.cn,180.0,11,4,1
ccv.odlyx.cn,180.0,11,4,1
cox.odlyx.cn,180.0,9,4,1
czp.odlyx.cn,180.0,11,4,1
kfd.odlyx.cn,180.0,12,4,1
kae.odlyx.cn,180.0,11,4,1
sfu.odlyx.cn,180.0,12,4,1
smo.odlyx.cn,180.0,12,4,1
tic.odlyx.cn,180.0,11,4,1
knua.odlyx.cn,180.0,12,4,1
kbmd.odlyx.cn,155.0,12,4,1
kcwj.odlyx.cn,180.0,11,4,1
kfdb.odlyx.cn,147.0,11,4,1
cnk.odmat.cn,180.0,12,4,1
kefs.odmat.cn,180.0,11,4,1
knfm.odmat.cn,180.0,10,4,1
ktu.odmat.cn,169.0,11,4,1
kdsw.odmat.cn,180.0,12,4,1
kro.odmat.cn,180.0,12,4,1
knc.odmat.cn,180.0,12,4,1
kba.odmat.cn,180.0,12,4,1
krru.odmat.cn,180.0,11,4,1
cvee.odmat.cn,180.0,11,4,1
bgar.odmat.cn,180.0,10,4,1
bmvn.odmat.cn,180.0,11,4,1
tey.odment.cn,180.0,9,4,1
tqp.odment.cn,180.0,11,4,1
tkxr.odment.cn,180.0,11,4,1
tnb.odment.cn,180.0,10,4,1
tjwk.odment.cn,180.0,11,4,1
tviz.odment.cn,180.0,10,4,1
tgdb.odment.cn,180.0,10,4,1
tpa.odment.cn,180.0,10,4,1
tyy.odment.cn,180.0,11,4,1
tpp.odment.cn,180.0,11,4,1
tml.odment.cn,180.0,10,4,1
tcra.odment.cn,169.0,11,4,1
trgl.odment.cn,180.0,10,4,1
txca.odment.cn,180.0,10,4,1
tpr.odment.cn,132.0,11,4,1
spyy.odment.cn,143.0,10,4,1
slg.odment.cn,180.0,10,4,1
sbbw.odment.cn,126.0,11,4,1
sft.odment.cn,180.0,11,4,1
sll.odment.cn,180.0,10,4,1
sded.odment.cn,180.0,9,4,1
brfa.odmined.cn,180.0,10,4,1
kgz.odmined.cn,180.0,10,4,1
cen.odmined.cn,180.0,9,4,1
cexh.odmined.cn,180.0,10,4,1
kioo.odmined.cn,180.0,11,4,1
kgzw.odmined.cn,180.0,11,4,1
kifq.odmined.cn,180.0,10,4,1
kaya.odmined.cn,180.0,11,4,1
khh.odmined.cn,180.0,10,4,1
kkq.odmined.cn,102.0,10,4,1
tyxd.odmined.cn,180.0,10,4,1
kvbx.odmined.cn,180.0,9,4,1
ksk.odmined.cn,180.0,11,4,1
cfuk.odmined.cn,180.0,10,4,1
ccpv.odmined.cn,121.0,11,4,1
ksl.odmined.cn,180.0,11,4,1
kyj.odmined.cn,64.0,10,4,1
cdrd.odmost.cn,180.0,10,4,1
cao.odmost.cn,180.0,9,4,1
rbnw.odmost.cn,180.0,11,4,1
tuj.odmost.cn,180.0,11,4,1
kpf.odnal.cn,180.0,9,4,1
kony.odnal.cn,180.0,11,4,1
shd.odnal.cn,180.0,10,4,1
sjxt.odnal.cn,180.0,11,4,1
smp.odnal.cn,180.0,10,4,1
syp.odnal.cn,180.0,11,4,1
cnof.odnal.cn,155.0,11,4,1
cqu.odnal.cn,150.0,10,4,1
ceuk.odnal.cn,180.0,11,4,1
kve.odnal.cn,180.0,11,4,1
kjv.odnal.cn,180.0,10,4,1
tsd.odnal.cn,69.0,11,4,1
swaz.odnal.cn,180.0,11,4,1
slr.odnal.cn,180.0,11,4,1
kmm.odnal.cn,180.0,11,4,1
kapw.odnal.cn,180.0,10,4,1
syv.odlarge.cn,180.0,11,4,1
sgr.odlarge.cn,180.0,11,4,1
sjq.odlarge.cn,180.0,11,4,1
sfqi.odlarge.cn,180.0,11,4,1
kyc.odlarge.cn,180.0,10,4,1
kjv.odlarge.cn,180.0,11,4,1
kavw.odlarge.cn,180.0,11,4,1
kwl.odlarge.cn,148.0,11,4,1
sxe.odlated.cn,180.0,11,4,1
szl.odlated.cn,180.0,11,4,1
kplb.odlater.cn,180.0,9,4,1
kjl.odlater.cn,180.0,10,4,1
tmq.odlarge.cn,180.0,11,4,1
cpgk.odlarge.cn,180.0,10,4,1
cbhj.odlarge.cn,180.0,11,4,1
cxpy.odlarge.cn,180.0,10,4,1
cjd.odlarge.cn,180.0,10,4,1
chko.odlarge.cn,180.0,11,4,1
cgb.odlarge.cn,180.0,10,4,1
sgz.odlarge.cn,180.0,10,4,1
ccj.odlarge.cn,180.0,10,4,1
ccxi.odlarge.cn,109.0,10,4,1
csg.odlarge.cn,180.0,10,4,1
cpp.odlarge.cn,180.0,11,4,1
cwaw.odlarge.cn,180.0,11,4,1
tzg.odlarge.cn,180.0,11,4,1
thq.odlarge.cn,180.0,10,4,1
tbe.odlarge.cn,180.0,10,4,1
ttjs.odlarge.cn,63.0,10,4,1
smg.odlarge.cn,112.0,10,4,1
ktu.odlaws.cn,180.0,10,4,1
kmzg.odlaws.cn,180.0,10,4,1
klg.odlaws.cn,179.0,10,4,1
kzxv.odlaws.cn,180.0,8,4,1
kgkl.odlaws.cn,180.0,10,4,1
ksr.odlaws.cn,180.0,9,4,1
kkxl.odlaws.cn,180.0,11,4,1
kue.odlaws.cn,180.0,11,4,1
kua.odlaws.cn,180.0,9,4,1
kcpe.odlaws.cn,180.0,10,4,1
kip.odlaws.cn,180.0,10,4,1
kvfz.odlaws.cn,180.0,10,4,1
kgg.odlaws.cn,180.0,11,4,1
ksx.odlaws.cn,180.0,10,4,1
khj.odlaws.cn,180.0,10,4,1
kjr.odlaws.cn,180.0,11,4,1
kygf.odlaws.cn,180.0,10,4,1
kepm.odlaws.cn,180.0,11,4,1
kjlb.odlaws.cn,180.0,10,4,1
koc.odlaws.cn,180.0,10,4,1
kwhd.odlaws.cn,106.0,10,4,1
ksas.odlaws.cn,116.0,10,4,1
kaj.odlaws.cn,180.0,10,4,1
ktka.odlaws.cn,180.0,10,4,1
kyay.odlaws.cn,180.0,11,4,1
klgt.odlaws.cn,78.0,11,4,1
kjk.odlaws.cn,45.0,8,4,1
kpx.odlaws.cn,180.0,9,4,1
kbog.odlaws.cn,174.0,9,4,1
kvi.odlaws.cn,180.0,10,4,1
kang.odlaws.cn,23.0,10,4,1
cpjg.odlaws.cn,180.0,11,4,1
calw.odlaws.cn,180.0,11,4,1
cdha.odlaws.cn,180.0,11,4,1
cnb.odlaws.cn,168.0,9,4,1
curz.odlaws.cn,180.0,10,4,1
cyta.odlaws.cn,132.0,11,4,1
clj.odlaws.cn,180.0,10,4,1
cbfj.odlaws.cn,73.0,10,4,1
cqqx.odlaws.cn,180.0,11,4,1
cnjg.odlaws.cn,2.0,11,4,1
cwxq.odlaws.cn,180.0,9,4,1
ccu.odlaws.cn,180.0,9,4,1
cmtx.odlaws.cn,116.0,11,4,1
czx.odlaws.cn,180.0,10,4,1
tyyh.odlaws.cn,49.0,10,4,1
tlp.odlaws.cn,180.0,9,4,1
tbp.odlaws.cn,180.0,10,4,1
svef.odleast.cn,180.0,11,4,1
kii.odleast.cn,180.0,10,4,1
kcj.odleast.cn,180.0,10,4,1
tpu.odleast.cn,180.0,10,4,1
txu.odleast.cn,180.0,11,4,1
spj.odleast.cn,180.0,11,4,1
sax.odleast.cn,180.0,10,4,1
kot.odleast.cn,180.0,10,4,1
klr.odleast.cn,180.0,10,4,1
knbk.odleast.cn,156.0,10,4,1
kjp.odleast.cn,180.0,10,4,1
ksew.odleast.cn,180.0,11,4,1
kll.odlongx.cn,180.0,13,4,1
kfnt.odlongx.cn,180.0,10,4,1
kcud.odlongx.cn,180.0,10,4,1
kim.odlongx.cn,180.0,11,4,1
klfn.odlongx.cn,180.0,12,4,1
kxov.odlongx.cn,146.0,13,4,1
kkp.odlongx.cn,180.0,10,4,1
kds.odlongx.cn,180.0,10,4,1
kvs.odlongx.cn,167.0,11,4,1
kgs.odlongx.cn,180.0,11,4,1
kbue.odlongx.cn,180.0,13,4,1
kpi.odlongx.cn,180.0,11,4,1
krs.odlongx.cn,180.0,12,4,1
kmex.odlongx.cn,180.0,13,4,1
krg.odlongx.cn,180.0,13,4,1
sfkb.odlowed.cn,180.0,13,4,1
strp.odlowed.cn,180.0,11,4,1
svqt.odlowed.cn,180.0,10,4,1
sifo.odlowed.cn,180.0,13,4,1
css.odlowed.cn,180.0,11,4,1
cqmu.odlowed.cn,180.0,11,4,1
tbnl.odlowed.cn,180.0,13,4,1
txz.odlowed.cn,180.0,13,4,1
kahx.odlowed.cn,180.0,12,4,1
kzp.odlowed.cn,180.0,13,4,1
sikv.odlowed.cn,154.0,12,4,1
snd.odlowed.cn,180.0,13,4,1
skg.odlowed.cn,180.0,13,4,1
txao.odlowed.cn,180.0,12,4,1
thw.odlowed.cn,180.0,12,4,1
tid.odlowed.cn,180.0,13,4,1
tfrx.odlowed.cn,180.0,11,4,1
tudn.odlowed.cn,180.0,12,4,1
tir.odlowed.cn,104.0,12,4,1
tmdg.odlowed.cn,154.0,12,4,1
tqjv.odlowed.cn,180.0,12,4,1
tym.odlowed.cn,180.0,10,4,1
tvtz.odlowed.cn,180.0,10,4,1
kfai.odlyx.cn,180.0,10,4,1
kfv.odlyx.cn,180.0,13,4,1
stq.odlyx.cn,180.0,12,4,1
skit.odlyx.cn,180.0,13,4,1
cec.odlyx.cn,180.0,11,4,1
czs.odlyx.cn,180.0,13,4,1
twkn.odlyx.cn,174.0,13,4,1
tbd.odlyx.cn,180.0,13,4,1
bxvp.odlyx.cn,180.0,10,4,1
bjnu.odlyx.cn,180.0,13,4,1
swpq.odlyx.cn,180.0,13,4,1
swa.odlyx.cn,157.0,13,4,1
colv.odmat.cn,180.0,10,4,1
cna.odmat.cn,180.0,11,4,1
cabm.odmat.cn,180.0,10,4,1
tbud.odmat.cn,180.0,10,4,1
rfgv.odmat.cn,180.0,13,4,1
rid.odmat.cn,180.0,10,4,1
gvk.odmat.cn,180.0,13,4,1
scpi.odmat.cn,78.0,12,4,1
sdr.odmat.cn,112.0,10,4,1
trvm.odment.cn,180.0,10,4,1
tsl.odment.cn,180.0,11,4,1
sykm.odment.cn,180.0,13,4,1
sfih.odment.cn,179.0,10,4,1
spy.odment.cn,180.0,13,4,1
szi.odment.cn,180.0,12,4,1
kdv.odment.cn,180.0,12,4,1
kcjf.odment.cn,180.0,10,4,1
kica.odment.cn,180.0,13,4,1
kor.odment.cn,180.0,12,4,1
khy.odment.cn,150.0,13,4,1
toy.oditx.cn,180.0,10,4,1
tqrt.oditx.cn,180.0,9,4,1
svm.oditx.cn,180.0,8,4,1
swaf.oditx.cn,180.0,9,4,1
tmsz.oditx.cn,180.0,10,4,1
tsz.oditx.cn,180.0,8,4,1
kybk.oditx.cn,180.0,10,4,1
komq.oditx.cn,158.0,9,4,1
kvqy.oditx.cn,180.0,10,4,1
kim.oditx.cn,180.0,10,4,1
gbvf.oditx.cn,180.0,9,4,1
kucj.odhave.cn,180.0,9,4,1
tnhe.oditx.cn,180.0,10,4,1
kpan.odhave.cn,180.0,10,4,1
guto.oditx.cn,180.0,10,4,1
kyha.odhave.cn,128.0,9,4,1
cxqa.odhave.cn,180.0,10,4,1
ckd.odhave.cn,180.0,9,4,1
tnj.odhave.cn,180.0,9,4,1
kqgb.oditx.cn,180.0,9,4,1
knld.oditx.cn,180.0,10,4,1
tpyf.oditx.cn,22.0,9,4,1
tbqt.oditx.cn,180.0,8,4,1
cbh.oditx.cn,44.0,10,4,1
cxf.oditx.cn,180.0,9,4,1
cvs.oditx.cn,180.0,10,4,1
cahv.oditx.cn,20.0,8,4,1
cuxq.oditx.cn,32.0,10,4,1
cmnx.oditx.cn,44.0,10,4,1
cxe.oditx.cn,180.0,10,4,1
cahd.oditx.cn,25.0,10,4,1
cxc.odhave.cn,180.0,9,4,1
czqp.odhave.cn,180.0,10,4,1
kmk.odhave.cn,180.0,10,4,1
kxic.odhave.cn,101.0,9,4,1
tsls.odhave.cn,180.0,9,4,1
tyzu.odhave.cn,179.0,9,4,1
cbp.odhave.cn,180.0,9,4,1
czh.odhave.cn,180.0,10,4,1
kyr.odhave.cn,180.0,10,4,1
kcq.odhave.cn,180.0,9,4,1
ckav.odhave.cn,176.0,10,4,1
ckk.odhave.cn,180.0,9,4,1
cayi.odhave.cn,180.0,10,4,1
cwcj.odhave.cn,180.0,10,4,1
trbu.odhex.cn,180.0,11,4,1
tub.odhex.cn,180.0,11,4,1
tkc.odhex.cn,180.0,9,4,1
kkcq.odhex.cn,180.0,9,4,1
tmv.odhex.cn,121.0,9,4,1
slil.odhing.cn,180.0,10,4,1
seo.odhing.cn,180.0,11,4,1
ttgk.odhing.cn,180.0,11,4,1
trxc.odhing.cn,164.0,10,4,1
tdrp.odhing.cn,180.0,10,4,1
kpye.odhing.cn,180.0,9,4,1
kxd.odhing.cn,180.0,9,4,1
kzpv.odhing.cn,180.0,11,4,1
tosq.odhing.cn,180.0,10,4,1
thi.odhing.cn,180.0,11,4,1
ksq.odhing.cn,180.0,10,4,1
kcu.odhing.cn,180.0,10,4,1
tdmv.odhing.cn,113.0,11,4,1
sbf.odhing.cn,180.0,9,4,1
stju.odhing.cn,180.0,10,4,1
snb.odhing.cn,180.0,9,4,1
srd.odhing.cn,24.0,10,4,1
gsa.odhing.cn,180.0,11,4,1
gcr.odhing.cn,180.0,10,4,1
skj.odhing.cn,180.0,9,4,1
cws.odhing.cn,180.0,10,4,1
crx.odhing.cn,180.0,10,4,1
czd.odhing.cn,180.0,11,4,1
sve.odhing.cn,180.0,11,4,1
svn.odhing.cn,180.0,11,4,1
kgje.odhing.cn,180.0,11,4,1
kjm.odhing.cn,180.0,9,4,1
kxfg.odhing.cn,180.0,11,4,1
kxpr.odhing.cn,180.0,11,4,1
chg.odhing.cn,180.0,11,4,1
ctn.odhing.cn,180.0,9,4,1
sjmr.odimpro.cn,180.0,10,4,1
sacq.odinx.cn,180.0,11,4,1
gudk.odinx.cn,180.0,11,4,1
gclc.odinx.cn,180.0,9,4,1
kjz.odinx.cn,180.0,10,4,1
kwb.odinx.cn,180.0,11,4,1
kqwn.odinx.cn,180.0,11,4,1
kuzg.odinx.cn,180.0,9,4,1
kux.odinx.cn,180.0,10,4,1
kel.odinx.cn,180.0,10,4,1
tnua.odingx.cn,180.0,10,4,1
tskp.odingx.cn,180.0,11,4,1
kox.odingx.cn,180.0,11,4,1
kbmg.odingx.cn,180.0,11,4,1
koul.odingx.cn,180.0,11,4,1
crn.odingx.cn,180.0,9,4,1
cezo.odingx.cn,148.0,10,4,1
ksbc.odingx.cn,180.0,11,4,1
kndk.odingx.cn,36.0,11,4,1
kjg.odingx.cn,180.0,11,4,1
kur.odingx.cn,180.0,10,4,1
kxs.odingx.cn,0.0,11,4,1
kfc.odingx.cn,180.0,11,4,1
kup.odingx.cn,180.0,9,4,1
kpbx.odingx.cn,180.0,11,4,1
tug.odingx.cn,180.0,11,4,1
tvo.odingx.cn,180.0,9,4,1
tov.odingx.cn,180.0,11,4,1
tkme.odingx.cn,180.0,11,4,1
tcfz.odingx.cn,180.0,11,4,1
snb.odingx.cn,180.0,9,4,1
svl.odingx.cn,180.0,11,4,1
cmrk.odingx.cn,180.0,9,4,1
cvo.odingx.cn,180.0,11,4,1
chji.odingx.cn,180.0,11,4,1
cwwe.odingx.cn,180.0,10,4,1
cvb.odingx.cn,180.0,9,4,1
kqhq.odingx.cn,180.0,11,4,1
kjx.odingx.cn,180.0,11,4,1
kuz.odingx.cn,180.0,9,4,1
kwu.odingx.cn,87.0,9,4,1
rvl.odingx.cn,107.0,11,4,1
rajg.odingx.cn,180.0,11,4,1
sus.odingx.cn,180.0,11,4,1
sfrt.odingx.cn,180.0,9,4,1
srl.odingx.cn,180.0,9,4,1
sey.odingx.cn,21.0,11,4,1
rum.odinte.cn,180.0,9,4,1
rixs.odinte.cn,180.0,9,4,1
rhgm.odinte.cn,180.0,10,4,1
rlz.odinte.cn,180.0,11,4,1
koeq.odinte.cn,180.0,9,4,1
sfac.odinte.cn,180.0,8,4,1
sxh.odinte.cn,169.0,9,4,1
suf.odinte.cn,180.0,10,4,1
klyo.odinte.cn,180.0,11,4,1
kgy.odinte.cn,180.0,11,4,1
src.odinte.cn,180.0,11,4,1
sfb.odinte.cn,180.0,11,4,1
tri.odinte.cn,62.0,9,4,1
sut.odinte.cn,180.0,9,4,1
tcz.odinte.cn,180.0,10,4,1
thiq.odinte.cn,180.0,11,4,1
bepw.odinte.cn,180.0,10,4,1
kbmx.odinte.cn,180.0,10,4,1
kjwb.odinte.cn,180.0,10,4,1
kzg.odinte.cn,180.0,10,4,1
cbh.odinte.cn,180.0,9,4,1
clit.odinte.cn,73.0,10,4,1
kry.odinte.cn,64.0,10,4,1
kuda.odinte.cn,170.0,9,4,1
kcra.odionx.cn,180.0,11,4,1
klik.odionx.cn,180.0,10,4,1
kyna.odionx.cn,180.0,10,4,1
krp.odionx.cn,180.0,11,4,1
kdq.odionx.cn,158.0,11,4,1
ksnn.odionx.cn,180.0,9,4,1
shf.odionx.cn,180.0,9,4,1
snnq.odionx.cn,180.0,10,4,1
sdqg.odionx.cn,180.0,11,4,1
saye.odionx.cn,180.0,11,4,1
knet.odionx.cn,145.0,9,4,1
keeq.odionx.cn,180.0,9,4,1
kfw.odionx.cn,180.0,11,4,1
kdt.odionx.cn,180.0,10,4,1
srn.odionx.cn,180.0,13,4,1
sgsj.odionx.cn,180.0,12,4,1
glxz.odirs.cn,180.0,12,4,1
gtu.odirs.cn,180.0,13,4,1
kagw.odirs.cn,180.0,11,4,1
kpnb.odirs.cn,180.0,11,4,1
cebm.odirs.cn,180.0,11,4,1
cgd.odirs.cn,180.0,10,4,1
cmo.odirs.cn,180.0,11,4,1
cql.odirs.cn,180.0,13,4,1
gnh.odirs.cn,180.0,13,4,1
gqb.odirs.cn,180.0,11,4,1
tsyl.odirs.cn,180.0,12,4,1
tmg.odirs.cn,149.0,11,4,1
tlr.odirs.cn,180.0,12,4,1
txu.odirs.cn,180.0,12,4,1
kpx.odirs.cn,180.0,12,4,1
kyz.odirs.cn,180.0,12,4,1
rxv.odirs.cn,180.0,11,4,1
rtj.odirs.cn,180.0,13,4,1
kez.odirs.cn,180.0,12,4,1
krg.odirs.cn,9.0,11,4,1
tvph.odisx.cn,180.0,12,4,1
kwb.odisx.cn,180.0,13,4,1
kar.odisx.cn,180.0,13,4,1
kgje.odisx.cn,180.0,11,4,1
tnff.odisx.cn,138.0,13,4,1
tyz.odisx.cn,180.0,12,4,1
ghl.odisx.cn,180.0,12,4,1
gifr.odisx.cn,180.0,13,4,1
csv.odisx.cn,180.0,12,4,1
chh.odisx.cn,119.0,13,4,1
sgf.odisx.cn,180.0,13,4,1
cvc.odisx.cn,180.0,11,4,1
cwaz.odisx.cn,180.0,12,4,1
cdyt.odisx.cn,38.0,13,4,1
sdjw.odisx.cn,180.0,11,4,1
stkw.odisx.cn,180.0,11,4,1
cat.odisx.cn,180.0,13,4,1
csu.odisx.cn,180.0,11,4,1
cir.odisx.cn,153.0,11,4,1
tonv.odisx.cn,9.0,11,4,1
tnvf.odisx.cn,180.0,11,4,1
txiu.odisx.cn,180.0,12,4,1
soub.odisx.cn,180.0,10,4,1
sxq.odisx.cn,180.0,12,4,1
kaqm.odisx.cn,180.0,12,4,1
koah.odisx.cn,180.0,10,4,1
ccju.odission.cn,180.0,11,4,1
czw.odission.cn,180.0,13,4,1
ccsc.odission.cn,180.0,12,4,1
chi.odission.cn,180.0,13,4,1
cbp.odission.cn,180.0,11,4,1
cai.odission.cn,180.0,12,4,1
grr.odission.cn,162.0,12,4,1
grx.odission.cn,180.0,12,4,1
kct.odission.cn,180.0,12,4,1
kav.odission.cn,180.0,11,4,1
khcp.odission.cn,180.0,12,4,1
kkb.odission.cn,180.0,11,4,1
kyfg.odission.cn,180.0,10,4,1
bul.odission.cn,154.0,11,4,1
spn.odission.cn,180.0,10,4,1
skx.odission.cn,180.0,12,4,1
